ICAO Code,IATA Code,Airport Name,City/Town,Country
RJTH,HAC,Hachijojima,Hachijojima,Japan
RJTO,OIM,Oshima,Oshima,Japan
RJTQ,MMY,Miyakejima,Miyake Jima,Japan
RJTT,HND,Tokyo International,Tokyo,Japan
RJTY,OKO,Yokota Ab,Yokota,Japan
RKJJ,KWJ,Gwangju,Kwangju,Korea
RKJK,KUB,Kunsan Ab,Kunsan,Korea
RKJY,RSU,Yeosu,Yeosu,Korea
RKND,SHO,Sokcho,Sokch'O,Korea
RKNN,KAG,Gangneung,Kangnung,Korea
RKPC,CJU,Jeju International,Cheju,Korea
RKPK,PUS,Gimhae International,Kimhae,Korea
RKPU,USN,Ulsan,Ulsan,Korea
RKSM,SSN,Seoul Ab,Seoul East,Korea
RKSO,OSN,Osan Ab,Osan,Korea
RKSS,GMP,Gimpo,Seoul,Korea
RKTH,KPO,Pohang,Pohang,Korea
RKTN,TAE,Daegu Ab,Taegu,Korea
RKTY,YEC,Yecheon,Yechon,Korea
ROAH,OKA,Naha,Naha,Japan
RODN,DNA,Kadena Ab,Kadena,Japan
ROIG,ISG,Ishigaki,Ishigaki,Japan
ROKJ,UEO,Kumejima,Kumejima,Japan
ROMD,MMD,Minami Daito,Minami Daito,Japan
ROMY,MMY,Miyako,Miyako,Japan
RORK,KTD,Kitadaito,Kitadaito,Japan
RORS,SHI,Shimojishima,Shimojishima,Japan
RORY,RNJ,Yoron,Yoron,Japan
ROYN,OGN,Yonaguni,Yonaguni Jima,Japan
RPLL,MNL,Ninoy Aquino International,Manila,Philippines
RPMC,CEB,Cotabato,Cebu,Philippines
RPML,CGY,Cagayan De Oro,Ladag,Philippines
RPMM,MNL,Malabang,Manila,Philippines
RPMP,LGP,Pagadian,Legazpi,Philippines
RPMZ,ZAM,Zamboanga International,Zamboanga,Philippines
RPUB,BAG,Baguio,Baguio,Philippines
RPVA,TAC,Daniel Z Romualdez,Tacloban,Philippines
RPVB,BCD,Bacolod,Bacolod,Philippines
RPVD,DGT,Dumaguete,Dumaguete,Philippines
RPVI,ILO,Iloilo,Iloilo,Philippines
RPVK,KLO,Kalibo,Kalibo,Philippines
RPVM,NOP,Mactan International,Masbate,Philippines
RPVP,PPS,Puerto Princesa,Puerto Princesa,Philippines
RPVS,SJI,Antique,San Jose,Philippines
SAAC,COC,Comodoro Pierrestegui,Concordia,Argentina
SAAG,GHU,Gualeguaychu,Gualeguaychu,Argentina
SAAP,PRA,General Urquiza,Parana,Argentina
SAAR,ROS,Rosario,Rosario,Argentina
SAAV,SFN,Sauce Viejo,Santa Fe,Argentina
SABE,AEP,Aeroparque Jorge Newbery,Buenos Aires,Argentina
SACO,COR,Ambrosio L V Taravella,Cordoba,Argentina
SADL,LPG,La Plata,La Plata,Argentina
SAME,MDZ,El Plumerillo,Mendoza,Argentina
SAMM,LGS,Malargue,Malargue,Argentina
SAMR,AFA,San Rafael,San Rafael,Argentina
SANC,CTC,Catamarca,Catamarca,Argentina
SANE,SDE,Santiago Del Estero,Santiago Del Estero,Argentina
SANL,IRJ,La Rioja,La Rioja,Argentina
SANT,TUC,Teniente Benjamin Matienzo,Tucuman,Argentina
SANU,UAQ,San Juan,San Julian,Argentina
SAOC,RCU,Rio Cuarto Area De Material,Rio Cuarto,Argentina
SAOD,VDR,Villa Dolores,Villa Dolores,Argentina
SAOU,LUQ,San Luis,San Luis,Argentina
SARC,CNQ,Corrientes,Corrientes,Argentina
SARE,RES,Resistencia,Resistencia,Argentina
SARF,FMA,Formosa,Formosa,Argentina
SARI,IGR,Cataratas Del Iguazu,Iguazu Falls,Argentina
SARL,AOL,Paso De Los Libres,Paso De Los Libres,Argentina
SARP,PSS,Posadas,Posadas,Argentina
SASA,SLA,Salta,Salta,Argentina
SASJ,JUJ,Jujuy,Jujuy,Argentina
SASO,ORA,Oran,Oran,Argentina
SAVB,EHL,El Bolson,El Bolson,Argentina
SAVC,CRD,Comodoro Rivadavia,Comodoro Rivadavia,Argentina
SAVD,EMX,El Maiten,El Maiten,Argentina
SAVE,EQS,Esquel,Esquel,Argentina
SAVT,REL,Almirante Zar,Trelew,Argentina
SAVV,VDM,Gobernador Castello,Viedma,Argentina
SAVY,PMY,El Tehuelche,Puerto Madryn,Argentina
SAWA,ING,Lago Argentino,Lago Argentino,Argentina
SAWD,PUD,Puerto Deseado,Puerto Deseado,Argentina
SAWE,RGA,Rio Grande,Rio Grande,Argentina
SAWG,RGL,Rio Gallegos,Rio Gallegos,Argentina
SAWH,USH,Ushuaia Malvinas Argentinas,Ushuaia,Argentina
SAWJ,ULA,San Julian,San Julian,Argentina
SAWS,JSM,Jose De San Martin,Jose De San Martin,Argentina
SAWT,RYO,El Turbio,Rio Turbio,Argentina
SAWU,RZA,Santa Cruz,Santa Cruz,Argentina
SAZB,BHI,Comandante Espora,Bahia Blanca,Argentina
SAZM,MDQ,Mar Del Plata,Mar Del Plata,Argentina
SAZN,NQN,Presidente Peron,Neuquen,Argentina
SAZR,RSA,Santa Rosa,Santa Rosa,Argentina
SAZS,BRC,San Carlos De Bariloche,San Carlos De Bariloch,Argentina
SAZT,TDL,Tandil,Tandil,Argentina
SAZV,VLG,Villa Gesell,Villa Gesell,Argentina
SAZY,CPC,Aviador C Campos,San Martin Des Andes,Argentina
SBAA,CDJ,Unknown,Conceicao Do Araguaia,Brazil
SBAQ,AQA,Araraquara,Araracuara,Brazil
SBAR,AJU,Santa Maria,Aracaju,Brazil
SBAT,AFL,Alta Floresta,Alta Floresta,Brazil
SBAU,ARU,Aracatuba,Aracatuba,Brazil
SBBE,BEL,Val De Caes,Belem,Brazil
SBBG,BGX,Comandante Gustavo Kraemer,Bage,Brazil
SBBH,PLU,Pampulha,Belo Horizonte,Brazil
SBBI,BFH,Bacacheri,Curitiba,Brazil
SBBR,BSB,Presidente Juscelino Kubitschek,Brasilia,Brazil
SBBU,BAU,Bauru,Bauru,Brazil
SBBV,BVB,Boa Vista,Boa Vista,Brazil
SBCA,CAC,Cascavel,Cascavel,Brazil
SBCF,CNF,Tancredo Neves,Belo Horizonte,Brazil
SBCG,CGR,Campo Grande,Campo Grande,Brazil
SBCH,XAP,Chapeco,Chapeco,Brazil
SBCI,CLN,Carolina,Carolina,Brazil
SBCP,CAW,Bartolomeu Lisandro,Campos,Brazil
SBCR,CMG,Corumba International,Corumba,Brazil
SBCT,CWB,Afonso Pena,Curitiba,Brazil
SBCV,CRQ,Caravelas,Caravelas,Brazil
SBCX,CXJ,Campo Dos Bugres,Caxias Do Sul,Brazil
SBCY,CGB,Marechal Rondon,Cuiaba,Brazil
SBCZ,CZS,Cruzeiro Do Sul,Cruiziro Do Sul,Brazil
SBDN,PPB,Presidente Prudente,President Prudente,Brazil
SBEG,MAO,Eduardo Gomes International,Manaus,Brazil
SBFC,FRC,Franca,Franca,Brazil
SBFI,IGU,Cataratas International,Foz Do Iguacu,Brazil
SBFL,FLN,Hercilio Luz,Florianopolis,Brazil
SBFN,FEN,Fernando De Noronha,Fernando Do Noronha,Brazil
SBFZ,FOR,Pinto Martins International,Fortaleza,Brazil
SBGL,GIG,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil
SBGO,GYN,Santa Genoveva,Goiania,Brazil
SBGR,GRU,Guarulhos,Sao Paulo,Brazil
SBHT,ATM,Altamira,Altamira,Brazil
SBIL,IOS,Ilheus,Ilheus,Brazil
SBIP,IPN,Usiminas,Ipatinga,Brazil
SBIZ,IMP,Imperatriz,Imperatriz,Brazil
SBJF,JDF,Francisco De Assis,Juiz De Fora,Brazil
SBJP,JPA,Intl. Pres. Castro Pinto,Joao Pessoa,Brazil
SBJV,JOI,Joinville,Joinville,Brazil
SBKP,VCP,Viracopos,Campinas,Brazil
SBLN,LIP,Lins,Lins,Brazil
SBLO,LDB,Londrina,Londrina,Brazil
SBLP,LAZ,Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil
SBMA,MAB,Maraba,Maraba,Brazil
SBMG,MGF,Maringa,Maringa,Brazil
SBMK,MOC,Montes Claros,Montes Claros,Brazil
SBMO,MCZ,Zumbi Dos Palmares,Maceio,Brazil
SBMQ,MCP,Macapa,Macapa,Brazil
SBNF,NVT,Navegantes Itajai,Navegantes,Brazil
SBNM,GEL,Santo Angelo,Santo Angelo,Brazil
SBNT,NAT,Augusto Severo,Natal,Brazil
SBPA,POA,Salgado Filho,Porto Alegre,Brazil
SBPC,POO,Pocos De Caldas,Pocos De Caldas,Brazil
SBPF,PFB,Lauro Kurtz,Passo Fundo,Brazil
SBPK,PET,Pelotas,Pelotas,Brazil
SBPL,PNZ,Petrolina,Petrolina,Brazil
SBPN,PNB,Porto Nacional,Porto Nacional,Brazil
SBPP,PMG,Ponta Pora,Ponta Pora,Brazil
SBPV,PVH,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil
SBRB,RBR,Presidente Medici,Rio Branco,Brazil
SBRF,REC,Guararapes,Recife,Brazil
SBRG,RIG,Rio Grande,Rio Grande,Brazil
SBRJ,SDU,Santos Dumont,Rio De Janeiro,Brazil
SBRP,RAO,Leite Lopes,Ribeirao Preto,Brazil
SBSC,STU,Santa Cruz,Rio De Janeiro,Brazil
SBSJ,SJK,Sao Jose Dos Campos,Sao Jose Dos Campos,Brazil
SBSL,SLZ,Marechal Cunha Machado,Sao Luis,Brazil
SBSM,STM,Santa Maria,Santarem,Brazil
SBSP,CGH,Congonhas,Sao Paulo,Brazil
SBSR,SJP,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil
SBST,SSZ,Santos Air Base,Santos,Brazil
SBSV,SSA,Deputado Luis Eduardo Magalhaes,Salvador,Brazil
SBTE,THE,Senador Petronio Portella,Teresina,Brazil
SBTF,TFF,Tefe,Tefe,Brazil
SBTT,TBT,Tabatinga,Tabatinga,Brazil
SBTU,TUR,Tucurui,Tucurui,Brazil
SBUF,PAV,Paulo Afonso,Paulo Alfonso,Brazil
SBUG,URG,Rubem Berta,Uruguaiana,Brazil
SBUL,UDI,Uberlandia,Uberlandia,Brazil
SBUR,UBA,Uberaba,Uberaba,Brazil
SBVG,VAG,Major Brigadeiro Trompowsky,Varginha,Brazil
SBVH,BVH,Vilhena,Vilhena,Brazil
SBVT,VIX,Goiabeiras,Vitoria,Brazil
SBYS,QPS,Campo Fontenelle,Piracununga,Brazil
SCAC,ZUD,Pupelde,Ancud,Chile
SCAP,WAP,Alto Palena,Alto Palena,Chile
SCAR,ARI,Chacalluta,Arica,Chile
SCBA,BBA,Balmaceda,Balmaceda,Chile
SCCC,CCH,Chile Chico,Chile Chico,Chile
SCCF,CJC,El Loa,Calama,Chile
SCCI,PUQ,Carlos Ibanez Del Campo International,Punta Arenas,Chile
SCCY,GXQ,Teniente Vidal,Coyhaique,Chile
SCDA,IQQ,Diego Aracena International,Iquique,Chile
SCEL,SCL,Arturo Merino Benitez International,Santiago,Chile
SCFA,ANF,Cerro Moreno International,Antofagasta,Chile
SCGE,LSQ,Maria Dolores,Los Angeles,Chile
SCHA,CPO,Chamonate,Copiapo,Chile
SCIE,CCP,Carriel Sur International,Concepcion,Chile
SCIP,IPC,Mataveri International,Easter Island,Chile
SCJO,ZOS,Canal Bajo Carlos Hott Siebert,Osorno,Chile
SCSE,LSC,La Florida,La Serena,Chile
SCTC,ZCO,Maquehue,Temuco,Chile
SCTE,PMC,El Tepual International,Puerto Montt,Chile
SCTI,ULC,Los Cerrillos,Santiago,Chile
SCTN,WCH,Chaiten,Chaiten,Chile
SCVD,ZAL,Pichoy,Valdivia,Chile
SEAM,ATF,Chachoan,Ambato,Ecuador
SECO,OCC,Francisco De Orellana,Coca,Ecuador
SECU,CUE,Mariscal Lamar,Cuenca,Ecuador
SEGS,GPS,Seymour,Galapagos,Galapagos I. (Ecuador
SEGU,GYE,Simon Bolivar International,Guayaquil,Ecuador
SELA,LGQ,Lago Agrio,Lago Agrio,Ecuador
SEMC,XMS,Macas,Macas,Ecuador
SEMH,MCH,General Serrano,Machala,Ecuador
SEMT,MEC,Eloy Alfaro International,Manta,Ecuador
SEPV,PVO,Reales Tamarindos,Portoviejo,Ecuador
SEQU,UIO,Mariscal Sucre International,Quito,Ecuador
SESA,SNC,General Ulpiano Paez,Salinas,Ecuador
SETR,TPC,Tarapoa,Tarapoa,Ecuador
SETU,TUA,El Rosal Teniente Mantilla,Tulcan,Ecuador
SGAS,ASU,Silvio Pettirossi International,Asuncion,Paraguay
SKAR,AXM,El Eden,Armenia,Colombia
SKAS,PUU,Tres De Mayo,Puerto Asis,Colombia
SKBG,BGA,Palonegro,Bucaramanga,Colombia
SKBO,BOG,Eldorado International,Bogota,Colombia
SKBQ,BAQ,Ernesto Cortissoz,Barranquilla,Colombia
SKBS,BSC,Jose Celestino Mutis,Bahia Solano,Colombia
SKBU,BUN,Gerardo Tobar Lopez,Buenaventura,Colombia
SKCC,CUC,Camilo Daza,Cucuta,Colombia
SKCD,COG,Mandinga,Condoto,Colombia
SKCG,CTG,Rafael Nunez,Cartagena,Colombia
SKCL,CLO,Alfonso Bonilla Aragon International,Cali,Colombia
SKCO,TCO,La Florida,Tumaco,Colombia
SKCZ,CZU,Las Brujas,Corozal,Colombia
SKEJ,EJA,Yariguies,Barrancabermeja,Colombia
SKFL,FLA,Gustavo Artunduaga Paredes,Florencia,Colombia
SKGP,GPI,Guapi,Guapi,Colombia
SKIB,IBE,Perales,Ibague,Colombia
SKIP,IPI,San Luis,Ipiales,Colombia
SKLT,LET,Alfredo Vasquez Cobo,Leticia,Colombia
SKMD,EOH,Olaya Herrera,Medellin,Colombia
SKMG,MGN,Baracoa,Magangue,Colombia
SKMR,MTR,Los Garzones,Monteria,Colombia
SKMU,MVP,Fabio Alberto Leon Bentley,Mitu,Colombia
SKMZ,MZL,La Nubia,Manizales,Colombia
SKNV,NVA,Benito Salas,Neiva,Colombia
SKOC,OCV,Aguas Claras,Ocana,Colombia
SKOT,OTU,Otu,Otu,Colombia
SKPC,PCR,Puerto Carreno,Puerto Carreno,Colombia
SKPE,PEI,Matecana,Pereira,Colombia
SKPP,PPN,Guillermo Leon Valencia,Popayan,Colombia
SKPS,PSO,Antonio Narino,Pasto,Colombia
SKPV,PVA,El Embrujo,Providencia,Colombia
SKRG,MDE,Jose Maria Cordova,Rio Negro,Colombia
SKRH,RCH,Almirante Padilla,Rio Hacha,Colombia
SKSA,RVE,Los Colonizadores,Saravena,Colombia
SKSJ,SJE,Jorge E Gonzalez Torres,San Jose Del Guaviare,Colombia
SKSM,SMR,Simon Bolivar,Santa Marta,Colombia
SKSP,ADZ,Gustavo Rojas Pinilla,San Andres Island,Colombia
SKSV,SVI,Eduardo Falla Solano,San Vincente De Caguan,Colombia
SKTD,TDA,Trinidad,Trinidad,Colombia
SKTM,TME,Tame,Tame,Colombia
SKTU,TRB,Gonzalo Mejia,Turbo,Colombia
SKUC,AUC,Santiago Perez,Arauca,Colombia
SKUI,UIB,El Carano,Quibdo,Colombia
SKUL,ULQ,Farfan,Tulua,Colombia
SKVP,VUP,Alfonso Lopez Pumarejo,Valledupar,Colombia
SKVV,VVC,Vanguardia,Villavicencio,Colombia
SLAP,APB,Apolo,Apolo,Bolivia
SLBJ,BJO,Bermejo,Bermejo,Bolivia
SLCA,CAM,Camiri,Camiri,Bolivia
SLCB,CBB,Jorge Wilsterman,Cochabamba,Bolivia
SLCO,CIJ,Capitan Anibal Arab,Cobija,Bolivia
SLCP,CEP,Concepcion,Conception,Bolivia
SLGY,GYA,Cap De Av Emilio Beltran,Guayaramerin,Bolivia
SLJO,SJB,San Joaquin,San Joaquin,Bolivia
SLLP,LPB,El Alto International,La Paz,Bolivia
SLMG,MGD,Magdalena,Magdalena,Bolivia
SLPO,POI,Capitan Nicolas Rojas,Potosi,Bolivia
SLPS,PSZ,Cap De Av Salvador Ogaya G,Puerto Suarez,Bolivia
SLRI,RIB,Cap De Av Selin Zeitun Lopez,Riberalta,Bolivia
SLRQ,RBQ,Rurrenabaque,Rurrenabaque,Bolivia
SLSB,SRJ,Capitan German Quiroga G,San Borja,Bolivia
SLSU,SRE,Juana Azurduy De Padilla,Sucre,Bolivia
SLTJ,TJA,Capitan Oriel Lea Plaza,Tarija,Bolivia
SLTR,TDD,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia
SLVR,VVI,Viru Viru International,Santa Cruz,Bolivia
SMJP,PBM,Johan A Pengel International,Zandery,Surinam
SMZO,ORG,Zorg En Hoop,Paramaribo,Surinam
SOCA,CAY,Rochambeau,Cayenne,French Guyana
SPCL,PCL,Cap Fap David Avenzur Rengifo,Pucallpa,Peru
SPEO,CHM,Teniente Fap Jaime A De Montr Morales,Chimbote,Peru
SPGM,TGI,Tingo Maria,Tingo Maria,Peru
SPHI,CIX,Capt Jose Abelardo Quinones Gonzales,Chiclayo,Peru
SPHO,AYP,Coronel Fap Alfredo Mendivil Duarte,Ayacucho,Peru
SPHY,ANS,Andahuaylas,Andahuaylas,Peru
SPHZ,ATA,Commandante Fap German Arias Grazziani,Anta,Peru
SPIM,LIM,Jorge Chavez International,Lima,Peru
SPJI,JJI,Juanjui,Juanjui,Peru
SPJL,JUL,Juliaca,Juliaca,Peru
SPME,TBP,Pedro Canga,Tumbes,Peru
SPMS,YMS,Moises Benzaquen Rengifo,Yurimaguas,Peru
SPPY,CHH,Chachapoyas,Chachapoyas,Peru
SPQT,IQT,Coronel Fap Francisco Secada Vignetta,Iquitos,Peru
SPQU,AQP,Rodriguez Ballon,Arequipa,Peru
SPRU,TRU,Capitan Carlos Martinez De Pinillos,Trujillo,Peru
SPSO,PIO,Pisco,Pisco,Peru
SPST,TPP,Tarapoto,Tarapoto,Peru
SPTN,TCQ,Coronel Fap Carlos Ciriani Santa Rosa,Tacna,Peru
SPTU,PEM,Padre Aldamiz,Puerto Maldonado,Peru
SPUR,PIU,Capitan Concha,Piura,Peru
SPYL,TYL,Capitan Montes,Talara,Peru
SPZO,CUZ,Velazco Astete,Cuzco,Peru
SUAA,MVD,Angel S Adami,Montevideo,Uruguay
SUAG,ATI,Artigas International,Artigas,Uruguay
SUCA,CYR,Laguna De Los Patos International,Colonia,Uruguay
SUMO,MLZ,Cerro Largo,Melo,Uruguay
SUMU,MVD,Carrasco International,Montevideo,Uruguay
SUPE,PDP,El Jaguel International,Punta Del Este,Uruguay
SUPU,PDU,Tydeo Larre Borges International,Paysandu,Uruguay
SURV,RVY,Rivera International,Rivera,Uruguay
SUSO,STY,Nueva Hesperides International,Salto,Uruguay
SUTB,TAW,Tacuarembo,Tacuarembo,Uruguay
SVAC,AGV,Oswaldo Guevara Mujica,Acarigua,Venezuela
SVAN,AAO,Anaco,Anaco,Venezuela
SVBC,BLA,General Jose Antonio Anzoategui International,Barcelona,Venezuela
SVBI,BNS,Barinas,Barinas,Venezuela
SVBM,BRM,Barquisimeto International,Barquisimeto,Venezuela
SVCB,CBL,Ciudad Bolivar,Ciudad Bolivar,Venezuela
SVCN,CAJ,Canaima,Canaima,Venezuela
SVCP,CUP,General Jose Francisco Bermudez,Carupano,Venezuela
SVCR,CZE,Jose Leonardo Chirinos,Coro,Venezuela
SVCU,CUM,Antonio Jose De Sucre,Cumana,Venezuela
SVGI,GUI,Guiria,Guiria,Venezuela
SVGU,GUQ,Guanare,Guanare,Venezuela
SVJC,LSP,Josefa Camejo,Paraguana,Venezuela
SVLF,LFR,La Fria,La Fria,Venezuela
SVMC,MAR,La Chinita International,Maracaibo,Venezuela
SVMD,MRD,Alberto Carnevalli,Merida,Venezuela
SVMG,PMV,Del Caribe International Gen Santago Marino,Porlamar,Venezuela
SVMI,CCS,Simon Bolivar International,Caracas,Venezuela
SVMT,MUN,Maturin,Maturin,Venezuela
SVPA,PYH,Casique Aramare,Puerto Ayacucho,Venezuela
SVPC,PBL,General Bartolome Salom International,Puerto Cabello,Venezuela
SVPR,PZO,General Manuel Carlos Piar,Guayana,Venezuela
SVSA,SVZ,San Antonio Del Tachira,San Antonio,Venezuela
SVSO,STD,Mayor Buenaventura Vivas,Santo Domingo,Venezuela
SVSP,SFH,Sub Teniente Nestor Arias,San Felipe,Venezuela
SVSR,SFD,San Fernando De Apure,San Fernando De Apure,Venezuela
SVST,SOM,San Tome,San Tome,Venezuela
SVSZ,STB,Santa Barbara Del Zulia,Santa Barbara,Venezuela
SVTC,TUV,Tucupita,Tucupita,Venezuela
SVVA,VLN,Arturo Michelena International,Valencia,Venezuela
SVVL,VLV,Dr Antonio Nicolas Briceno,Valera,Venezuela
SVVP,VDP,Valle De La Pascua,Valle De La Pascua,Venezuela
SYKM,KAR,Kamarang,Kamarang,Guyana
SYLT,LTM,Lethem,Lethem,Guyana
TAPA,ANU,V C Bird International,Antigua,Leeward Islands
TBPB,BGI,Grantley Adams International,Bridgetown,Barbados
TDCF,DCF,Canefield,Canefield,Dominica
TDPD,DOM,Melville Hall,Dominica,Dominica
TFFF,FDF,Le Lamentin,Fort-De-France,Antilles
TFFG,SFG,Grand Case,St. Martin,Antilles
TFFJ,SBH,Gustavia/St.Barthel,St.-Barthelemy,Antilles
TFFR,PTP,Le Raizet,Pointe-A-Pitre,Antilles
TGPY,GND,Point Salines International,Point Salines,Grenada
TIST,STT,Cyril E King,St. Thomas,Virgin Isl.
TISX,STX,Henry E Rohlsen,St. Criox Island,Virgin Isl.
TJBQ,BQN,Rafael Hernandez,Aguadilla,Puerto Rico
TJFA,FAJ,Diego Jimenez Torres,Fajardo,Puerto Rico
TJIG,SIG,Fernando Luis Ribas Dominicci,San Juan,Puerto Rico
TJMZ,MAZ,Eugenio Maria De Hostos,Mayaguez,Puerto Rico
TJNR,NRR,Roosevelt Roads Ns,Roosevelt Roads,Puerto Rico
TJPS,PSE,Mercedita,Ponce,Puerto Rico
TJSJ,SJU,Luis Munoz Marin International,San Juan,Puerto Rico
TKPK,SKB,Robert L Bradshaw,Basse Terre,St. Kitts & Nevis
TLPC,SLU,George F L Charles,Castries,St. Lucia Island
TLPL,UVF,Hewanorra International,Hewandorra,St. Lucia Island
TNCA,AUA,Reina Beatrix International,Oranjestad,Aruba
TNCB,BON,Flamingo,Kralendijk,Antilles
TNCC,CUR,Hato,Willemstad,Antilles
TNCE,EUX,F D Roosevelt,Oranjestad,Antilles
TNCM,SXM,Princess Juliana International,Philipsburg,Antilles
TQPF,AXA,Wallblake,The Valley,Anguilla Isl.
TRPM,MNI,Santee Cooper Rgnl,Plymouth,Montserrat Island
TTCP,TAB,Crown Point,Scarborough,Trinidad & Tobago
TTPP,POS,Piarco,Port-Of-Spain,Trinidad & Tobago
TUPJ,EIS,Terrance B Lettsome International,Roadtown/Beef Island,Virgin Isl.
TVSC,CIW,Canouan,Canouan Island,St.Vincent/Grenadines
TVSM,MQS,Mustique,Mustique,St.Vincent/Grenadines
TVSV,SVD,E T Joshua,Kingstown,St.Vincent/Grenadines
UAAA,ALA,Almaty,Alma-Ata,Kazakhstan
UACC,TSE,Astana,Tselinograd,Russia
UAFM,FRU,Manas,Bishkek,Russia
UAFO,OSS,Osh,Osh,Russia
UAII,CIT,Shymkent,Chimkent,Russia
UAKD,DZH,Zhezkazgan,Dzhezkazgan,Russia
UARR,URA,Uralsk,Uralsk,Russia
UASS,PLX,Semipalatinsk,Semiplatinsk,Russia
UATT,AKX,Aktyubinsk,Aktyubinsk,Russia
UAUU,KTQ,Kostanay,Kustanay,Russia
UBBB,BAK,Bina,Baku,Russia
UEEA,ADH,Ada Muni,Aldan,Russia
UEEE,YKS,Yakutsk,Yakutsk,Russia
UGEE,EVN,Zvartnots,Yerevan,Russia
UGGG,TBS,Lochini,Tbilisi,Georgia
UGSS,SUI,Sukhumi Dranda,Sukhumi,Georgia
UHBB,BQS,Ignatyevo,Blagoveschensk,Russia
UHHH,KHV,Novy,Khabarovsk,Russia
UHMD,PVS,Provideniya Bay,Provideniya Bay,Russia
UHMM,GDX,Sokol,Magadan,Russia
UHPP,PKC,Yelizovo,Petropavlovsk,Russia
UHSS,UUS,Khomutovo,Yuzhno-Sakhalinsk,Russia
UHWW,VVO,Knevichi,Vladivostok,Russia
UIAA,HTA,Kadala,Chita,Russia
UIBB,BTK,Bratsk,Bratsk,Russia
UIII,IKT,Irkutsk,Irkutsk,Russia
UIUU,UUD,Mukhino,Ulan-Ude,Russia
UKBB,KBP,Boryspil,Kiev,Russia
UKCC,DOK,Donetsk,Donetsk,Russia
UKDD,DNK,Dnipropetrovsk,Dnepropetrovsk,Russia
UKFF,SIP,Simferopol,Simferopol,Russia
UKKG,KGO,Kirovograd,Kirovograd,Russia
UKKK,IEV,Zhuliany,Kiev,Russia
UKLL,LWO,Lviv,Lvov,Russia
UKOO,ODS,Odesa,Odessa,Russia
ULLI,LED,Pulkovo,St. Petersburg,Russia
ULMM,MMK,Murmansk,Murmansk,Russia
UMGG,GME,Gomel,Gomel,Russia
UMII,VTB,Vitebsk,Vitebsk,Russia
UMKK,KGD,Khrabrovo,Kaliningrad,Russia
UMMM,MHP,Minsk 1,Minsk,Russia
UMMS,MSQ,Minsk 2,Minsk 2,Russia
UNAA,ABA,Abakan,Abakan,Russia
UNBB,BAX,Barnaul,Barnaul,Russia
UNEE,KEJ,Kemerovo,Kemorovo,Russia
UNOO,OMS,Tsentralny,Omsk,Russia
URKK,KRR,Pashkovsky,Krasnodar,Russia
URML,MCX,Uytash,Makhachkala,Russia
URMM,MRV,Mineralnyye Vody,Mineralnye Vody,Russia
URMT,STW,Shpakovskoye,Stavropol,Russia
URRR,ROV,Rostov Na Donu,Rostov,Russia
URSS,AER,Sochi,Sochi,Russia
URWA,ASF,Astrakhan,Astrakhan,Russia
URWW,VOG,Gumrak,Volgograd,Russia
USCC,CEK,Balandino,Chelyabinsk,Russia
USCM,MQF,Magnitogorsk,Magnetiogorsk,Russia
USNN,NJC,Nizhnevartovsk,Nizhnevartovsk,Russia
USPP,PEE,Bolshoye Savino,Perm,Russia
USRR,SGC,Surgut,Surgut,Russia
USSS,SVX,Koltsovo,Sverdlovsk,Russia
USTO,TOX,Cabool Mem,Tobolsk,Russia
USUU,KRO,Kurgan,Kurgan,Russia
UTAA,ASB,Ashgabat,Ashkhabad,Russia
UTAK,KRW,Turkmenbashi Airport,Krasnovodsk,Russia
UTDD,DYU,Dushanbe,Dushanbe,Russia
UTNN,NCU,Nukus,Nukus,Russia
UTSB,BHK,Bukhara,Bukhara,Russia
UTSS,SKD,Samarkand,Samarkand,Russia
UTTT,TAS,Yuzhny,Tashkent,Uzbekistan
UUBP,BZK,Bryansk,Bryansk,Russia
UUEE,SVO,Sheremetyevo,Moscow,Russia
UUEM,KLD,Migalovo,Tver,Russia
UUOO,VOZ,Chertovitskoye,Voronezh,Russia
UUWW,VKO,Vnukovo,Moscow,Russia
UUYY,SCW,Syktyvkar,Syktyvkar,Russia
UWKD,KZN,Kazan,Kazan,Russia
UWOO,REN,Orenburg,Orenburg,Russia
UWPP,PEZ,Pleasanton Muni,Penza,Russia
UWUU,UFA,Ufa,Ufa,Russia
UWWW,KBY,Kurumoch,Samara,Russia
VAAH,AMD,Ahmedabad,Ahmedabad,India
VAAK,AKD,Akola,Akola,India
VAAU,IXU,Aurangabad,Aurangabad,India
VABB,BOM,Chhatrapati Shivaji International,Bombay,India
VABI,PAB,Bilaspur,Bilaspur,India
VABJ,BHJ,Bhuj,Bhuj,India
VABM,IXG,Belgaum,Belgaum,India
VABO,BDQ,Vadodara,Baroda,India
VABP,BHO,Bhopal,Bhopal,India
VABV,BHU,Bhavnagar,Bhaunagar,India
VADN,NMB,Daman,Daman,India
VAGO,GOI,Goa,Goa,India
VAID,IDR,Devi Ahilyabai Holkar,Indore,India
VAJB,JLR,Jabalpur,Jabalpur,India
VAJM,JGA,Jamnagar,Jamnagar,India
VAKE,IXY,Kandla,Kandla,India
